entid,year,islatest,profit_loss,revenue,sales_cost,sales_tax,sales_expense,G_expense,finance_expense,asset_devaluation_losses,fair_value_change,investment_income,operation_profit,non_operating_income,non_operating_expense,total_profit,assets,assets_re,payrol_expense,welfare_expenses,education_expenses,union_funds,ad_expenses,entertainment_expenses,assets_loss,asset_devaluation_allowance,main_business_income,main_business_cost,other_business_income,other_operating_cost,retained_profits,gross_profit,main_business_gross,income_tax_adjuste,income_taxable,incometax_taxable,incometax_amount,incometax_actual
620868429,2017,1,-0.5235354513618418,3233009.86710191,-0.2430180026349829,11639.723734984644,2.332339707087389,951840.7028105344,-3112.017270974052,2921349.151716757,0.4745952594838762,0.1213694322663873,-648709.0612448201,-0.5976900761739882,-1.0949924981743804,-648707.6413424031,-1.2868708138582217,-0.5740704400876817,95120.74924188672,,,,,,,,3233008.6097539486,-0.3827981527333461,0.6630233688922093,-1.7849389254640724,-648709.9613050126,3221370.3326443587,3221368.674341875,,,,,0.2420827514005662
658987796,2013,0,-0.2758328994171346,,,,38310199.19628528,402714.1425102144,49590.00029251116,,,,-38762499.1240722,,3000.629328429884,-38765502.79795283,16596702.406299256,16596696.772975994,16549099.622121258,1131.8724865358856,261237.31917293445,,1144881.0299680664,1824181.8135727732,,,,,,,,,,-35793498.43598948,,,,
658987796,2012,0,2.3086497174735148,,999.055058871133,,1375349.915029789,1849478.8282957647,-10000.476934076283,,,,-3215829.997615632,,,-3215829.657922225,4999999.57777408,5000001.32736452,,,,,,,,,,,,,,,,-2994121.8828438325,,,,
658987796,2014,0,2.5338636308009,9179788.546524463,,51011.30173832383,288857999.2363386,35087098.67888276,281503.68985893606,,,,-315097999.81070006,43000.20511705366,1437101.2552716169,-316492000.6348628,8817.314283499672,8816030.989648791,,,,,,,,,,,,,,,,-263665999.1761019,,,,
658987796,2015,0,-0.5806961493733941,781176998.7551187,1.1681146812151764,4232000.935281915,894223999.136077,155011001.1195111,375001.6510517865,-0.5287612096055881,-0.8193524616952099,0.5330063362239157,-272665000.2498137,43999.6840153032,6579999.954848656,-279200998.9028398,0.6995567180799578,-1.311962040916729,-0.8848367514875721,,,,,,,,781177000.8082713,-0.8952987647518417,-0.8077883602210741,-0.7953755787493187,-279201000.61075723,,,,,,,-0.305541667857803
658987796,2016,0,0.7609019494390458,1376629998.9903965,0.648895851796429,8945000.483109983,887663999.0466676,149967999.2265712,453999.7572912338,129999.00746497697,-0.6048579244125725,-0.6364354228191624,329464000.38551646,633000.8825291696,14863999.66716014,315232998.7596131,519588001.0920839,519587997.6387808,447969999.3421066,,,,,,,,1376630000.4736614,1.9508211308562289,0.3904697209882993,0.3762550824516285,315232998.7607273,,,,,,,-1.24329529673321
658987796,2017,1,-0.4003559881486804,791589000.9061028,0.0240222255832119,4922099.267202286,654129998.0551164,122631999.47964038,322649.74668477103,-0.910467222205246,-0.9769994937889356,0.0456758422439771,9582251.27669249,322291.10891607817,4574171.630895548,5330370.638313641,0.6188724254394865,-1.17198011305881,402007997.9766698,,,,,,,,791589001.3891249,0.0161795162862594,-0.3211300823758352,-0.2809466669126043,5330369.951197013,786667000.7964816,786666999.2780855,,,,,-0.0465531014635616
805505073,2013,0,-0.0760863700597218,7074210.466889136,85161.41369790323,385753.5324675613,-1997560.3162298608,9366661.016889986,-185541.01454067088,,,,-580262.8817329664,698374.0512469041,71528.78517375873,46586.78150769124,414077000.5508392,414076999.926272,7287960.17290606,687041.068171502,5758.099227812171,9547.89609637673,841544.8332318763,116729.17017618028,,,,,,,,,,28406.611775094698,28407.450583311685,7102.0955254218825,7101.272621841247,7100.194236749073
805505073,2012,0,2.7396843005388645,21689498.52876157,464545.4210199966,1160998.830044682,13848600.093620442,11128199.199774375,-121893.78191770664,,,76189.85600490149,-4714719.921160737,3377660.296721012,18968.89144125091,-1356028.7214561256,421869000.9283871,421868999.4232706,,,,,,,,,,,,,,,,-857876.6569766565,,,,
805505073,2014,0,0.3639332137164484,2024850.9354459136,,113401.44196673504,-1489309.9542141212,20658.98050406133,-37398.13982144437,,,,3417491.2175682364,106438.55633341952,3515569.887078014,8359.347533320792,40165.08064571032,401647001.6068045,,,,,,,,,,,,,,,,18228.482921709518,18227.76811694783,4555.60844249337,4558.246662312563,4554.957063687733
805505073,2015,0,0.1215817404254215,0.3904326957373068,-1.7049313929836574,-0.973653544892616,3999.087080120564,51999.90527905944,-14001.65211282762,-0.6476728489496564,-0.3064295545815794,-0.8638079793393787,-41999.57097915172,30000.7213232132,1999.4214904753376,-15000.99803132081,-1.937790370848796,0.3795715732513532,1.7860053877377495,,,,,,,,0.0038943291997687,0.5353271102756133,-1.7969141743418515,0.4894758201313735,-16999.782782844464,,,,,,,1999.3075383523997
805505073,2016,0,-0.0837806885098448,-0.1692069675640043,1.6841620520555127,-0.0725507248348436,173000.6227935525,-186999.5057685745,6998.645778356351,-2.8213538336251154,0.172193380739273,-0.4271581280841503,6998.798526583549,2001.3957423064448,0.1455768853428151,7998.391638228096,429295999.6017196,429296001.9707956,86001.85855670307,,,,,,,,-0.7610928614965906,2.242039755077613,1.4840584910607786,-1.0299057661139377,5999.7405055568815,,,,,,,2000.2928196359449
805505073,2017,1,1.227286476982391,-0.6277543515804729,2453189.48440416,1.037080145077016,-402268.7470736168,-2996181.1655236445,-9580.613467478868,-0.4098622274969933,-1.0958547919186854,1.8453297395098036,954840.1460687736,1060.250963536888,954921.2061616275,989.6113828185204,421191001.7464307,421190998.4374338,24500.81762464508,,,,,,,,-0.3368980435090817,2453191.462272898,2.283156975727748,0.997872259899519,990.63526976653,,,,,,,-0.1384041116801163
103517987,2015,0,1.6203442992106032,-1.260046460166296,-1.1368861415510234,0.6738790783270839,2.261625378223828,0.2924579582307138,0.1713572290509279,-0.7899339388303919,1.275688323548598,0.3154682292928015,0.678270747716888,1.6893598375656318,-1.097364193515545,1.0237496850704328,0.0444047801901414,-1.263794228469103,-0.0168573904316713,,,,,,,,-0.7914940571453367,0.2583510275524102,1.3158883316156955,-0.8589462763214011,0.2483628362799037,,,,,,,-2.139120370514374
103517987,2016,0,-0.2768337051961169,-0.1880252322062814,0.7410340937007556,0.6696831723885665,-0.5454331638294736,-0.4928028496372825,0.3547438122210993,0.6513844404845488,-1.4701310432064312,1.5317422006220645,-0.4599809916658876,-0.415844737757744,0.9933687175236526,-1.207331517429285,580001.1883302568,580000.1959530971,-0.3625187120203623,,,,,,,,1.28185729015108,-0.0009507179322089,0.1182124996185223,-1.1858052327026585,0.0914109205747474,,,,,,,0.0834765154517926
103517987,2017,1,1.7581061610956812,-1.3950801876375765,-1.2829969303109428,0.7845108786137656,0.5198029782489061,1.8831965244631257,0.6439401159708504,0.0914321358849028,-0.4893985604973003,0.833134832340264,-1.551867181121129,1.362763402332641,-1.723199150888687,-1.511464339070088,-0.6770373437402444,1.5164010234847498,-0.7215971322534791,,,,,,,,1.1823900340511495,0.4139371198799301,-0.5702926543159059,-0.8779747632946483,-0.4162449682017212,,,,,,,-0.0531019123263891
936352630,2015,0,-0.4740643845913716,0.6590520347033452,-0.48925404584821,-0.4237166161671957,0.5189480350120745,-1.866082944910992,-0.5082968414348176,-1.709776458335755,0.0016352022054039,0.2497487825897554,0.000261514036414,-0.4370785073050899,-1.0909356649678064,0.2033238121327908,0.5953058741909726,-0.0649143402159575,-0.1689720275020591,,,,,,,,-0.327151405623277,2.0146839113247985,-1.2892067430994043,-1.6199771849831517,0.4356418219555622,,,,,,,0.1195116881636352
936352630,2016,1,1.7640831945611577,-0.8222400359574609,-1.7344894606640715,0.9602823713568372,-0.5893326571731113,0.5107192244433585,0.6626437002857617,0.7746062439480595,1.5692842470071038,-1.3437358836109914,1.1264984869301722,1.185082360828216,-0.4676044576552328,0.417320768429698,0.1012222735731588,1.192311672542519,1.2797205493635402,,,,,,,,-0.0991608323610933,3.00851603242342,-0.8454532235941996,-1.3403405099491974,-0.5686111428515168,,,,,,,-0.2748434814789222
606816694,2013,0,0.1038122660188219,19658601.306429774,15777199.568787104,964418.4278242296,,1865841.2111447195,2167.815367256572,50259.275083403656,,,998735.4404668512,,,998732.7648722376,31712799.971508555,31712800.92543824,979360.3713583386,115252.96494941706,,,,115751.64957586605,,50257.8160050181,,,,,,,,1095291.152291031,1095290.577109326,273823.9273780689,273823.9399764501,273823.3596212208
606816694,2012,0,-0.6810832278190698,8391181.083043303,6627358.326089234,286694.7752476721,,1208817.484038483,2038.5906328516576,,,,266265.39718323783,,,266265.3393492585,15129499.830034783,15129499.255374748,,,,,,,,,,,,,,,,315836.08505387016,315834.7359748263,78959.79200141289,78958.23903594293,78959.46456760106
606816694,2015,0,0.931798485773599,29978001.06137095,25215000.023252208,1251000.845791427,-0.3804243989701044,1610000.2493046974,-4000.209567032984,0.4758470807627106,-0.9792271266068654,0.3366789783855839,1906999.0360881188,0.2368063723147356,0.6584904328765758,1907000.677480656,28555999.608527437,28555999.48789403,898000.9965736094,,,,,,,,29978001.182852525,25215001.150162965,0.0462754535011155,-0.1622731000959346,1412000.3194409865,3512000.0996226016,3511998.94909114,,,,,494999.8403766854
606816694,2016,0,2.317819218232108,13646999.960421097,10085998.918009603,355000.9819065414,-1.4479058844614698,1938001.5989145075,-4001.049880370283,-0.5372154937142034,-0.4698041988541805,-1.4590079160771652,1271000.65697061,0.3396960297572278,8999.387998064483,1261999.2608184505,29866999.092774782,29867000.87665674,1084999.3431765502,,,,,,,,13646999.210320337,10086000.105115648,0.1483275089829814,2.1129857786367072,928001.96287485,3205998.7357272767,3205999.2587336893,,,,,333999.8568642154
606816694,2017,1,1.07146044935458,23539899.51174961,17805200.66954872,104069.70376914243,1.3039466323731292,1996290.2088474492,689791.6930961693,93749.07892958088,0.3409520740363003,0.5981033556802611,2850788.7329979297,-1.0328233881897826,0.2839398328736306,2850790.381075941,0.4385124374573313,0.5305889613658693,0.6298114339426666,,,,,,,,0.9061081124888914,-0.8944711736528459,1.8120651260284144,1.0116999876622526,2073710.5505238816,5630619.699316135,,,,,,777079.8588816174
1031153973,2016,0,-0.7455259609307613,0.3961747978336694,-1.257291283495217,-0.0417034923907272,-1.0519043947802995,12000.335948032454,-0.116513958416289,-1.5821918298505464,-0.5008009036124904,-1.6000811491568527,-11998.181785745412,-0.4868029419771877,0.24744314598522,-12000.686519117588,999998.2883486483,1000000.8985054144,11997.984262446804,,,,,,,,-1.4109836932419495,-0.3856484331519579,2.0583627937927984,2.597439589612877,-11998.53819815286,,,,,,,0.360521171121978
1031153973,2017,1,0.3593695079122055,0.1599865637986012,-0.9565695311603568,2.2050808005010687,0.8508437240883697,16499.663600025815,0.2550928854007966,1.7415135341825512,-0.2999761332620707,-1.180325679806938,-16498.877242718365,-0.4212448457684731,1.513153490458955,-16500.71819947044,220698.53087939456,220699.17966720392,16499.53432288858,,,,,,,,0.2472479095629266,0.6369666526977007,0.1024609994492846,0.5211556664911391,-16499.35254106036,,,,,,,1.0787995526424794
1231967447,2015,0,1.686206269525793,1.126299720416082,0.2754039163889853,0.2710553158757871,-0.0413564590825061,1.0689468482313478,0.8124603572583265,-1.434509685615945,0.8146723271674191,0.4388598916397661,0.0528127638533616,-0.5786121808554886,0.1726414792911482,-1.5214399008038222,0.6350163876537052,-0.8575301540817647,-0.5702759198804851,,,,,,,,-1.0747944005274048,-0.8190766226267608,-0.953490377217883,1.5420308541853476,0.5184603430645182,,,,,,,0.3180938710135542
1231967447,2016,1,1.5084618951148812,-0.8176471473766405,0.7806402157615021,0.1467478485161188,2.530054304990586,1.4616806355983865,0.1341428415519055,0.882647666900763,-1.5692058733389835,1.623600153624874,-1.6678876469412498,-0.8780275541066792,-0.949717080158198,0.0879146286448661,-1.229024707136385,-1.0080941043984888,-0.2208662884000803,,,,,,,,-0.7973805097049786,-0.5755798658254742,-1.6968709292771995,-1.3164453954530082,-0.7139671092409688,,,,,,,-0.5685140195185278
211101804,2012,0,1.2112872193686963,,,72.67030142094897,,153947.1753376927,-991.5501300219648,,,,-153029.3564762096,,,-153028.86963547624,825410.484201379,825410.8002617703,,,,,,,,,,,,,,,,-152229.8660730458,,,,
211101804,2013,1,-0.4012117237022149,,,,,59918.02070059961,-921.0287225625482,,,,-58998.79377976934,,,-58999.01571975987,722322.7668914424,722322.9756628127,35999.82492113789,,,399.6674933351149,,,,,,,,,,,,,,,,
439588592,2014,0,0.1986990254161735,,,,,15000.748175760558,,,,,-14999.861531622384,,,-14999.666575688536,,,,,,,,,,,,,,,,,,-15000.3424804695,,,,
439588592,2015,0,1.2770529505059192,-2.4779186363941146,0.7561258286875349,-2.105184693365433,-1.0563392933291835,-1.320034188710661,-0.0353390714174942,-1.3178917910911834,0.0384351972621127,1.2410153297872235,0.5930661621833951,0.0371663779330821,0.0654738397550488,-0.2642001490505076,29980000.57427535,29980000.025670163,-1.239613854686202,,,,,,,,-1.6935349663981385,0.5928606797435869,0.2141751079748669,-1.266328572310036,0.8638118061353631,,,,,,,0.8309527907805309
439588592,2016,1,-1.4633985494552195,1.3930812656215867,-3.0234702363130976,0.5821718717815507,-1.294530058261985,0.2520319816719668,-0.5911726265696835,0.7716553069085634,0.5522857493713618,0.7936382696240768,1.117946886367131,-0.2461614696848861,0.3142666053850785,0.2299483177083806,1.4501080259808108,0.7117482238060797,-1.639349892753851,,,,,,,,0.6774233658290503,-1.316029167707672,-1.8634013399361171,-1.2056847585833497,0.5424736523814211,,,,,,,0.5912036352483007
532580930,2013,0,1.8022086505152024,,,,,,,,,,,,,,10000100.22018326,10000098.874819566,,,,,,,,,,,,,,,,,,,,
532580930,2012,0,-0.4133560562304281,,,,,,,,,,,,,,9999999.740713736,10000000.882291004,,,,,,,,,,,,,,,,,,,,
532580930,2015,1,-0.8664189605662383,0.9072348209728596,0.9980463816626098,1.1042608402514282,0.1158260815696544,1.1344517570069916,-0.0682975392671716,0.2407257225942417,-2.0798252257902408,-0.040303899709739,-0.3171212739224773,-0.351884860952045,-0.4776265375929471,-0.4015765009302922,0.0128988567312577,0.6595505456971614,0.8353822203040617,,,,,,,,-0.3767086054529151,-0.5477788333585586,1.44747130558043,0.019444438210818,-0.4973515592574319,,,,,,,-0.7535918092428198
982196289,2013,0,-0.5620660795238291,,,,,,,,,,,,,,0.4477280505490444,2.4981505620250077,,,,,,,,,,,,,,,,,,,,
982196289,2015,0,-0.2572161236974963,-0.495866284526875,0.364750210755531,0.7230251716623969,0.1679353195953373,-2.460820095643767,-0.5124407098522532,-0.6651597700596833,-0.24826978780723,-0.0797846119912439,1.108274136023062,-0.6513118526031616,0.30587817234775,0.535210829689893,0.7659938852315387,1.2910881202562057,0.6449019895596932,,,,,,,,-1.2017708185612996,-0.2832851414590721,0.6617181615271848,1.5013027706391124,1.183341006105455,,,,,,,1.856371037770033
982196289,2016,0,-0.6918208256584761,-0.4637381730542233,0.4264811696789851,1.5941741796117748,-0.5855349223801072,-0.2273086622710657,-2.0939984225094013,1.215861829466346,0.5499500996063347,-0.4222400632988194,0.1020897398100401,-0.6349133748769755,-0.1053597769136954,-1.786131720248183,-0.9996738052723688,-0.1136807853082035,1.1851120924607472,,,,,,,,-0.7462636562350813,0.0108997346343806,-0.586047581422145,1.4216621414788626,0.0726912713106634,,,,,,,1.2246533606229926
982196289,2017,1,1.0024328492400534,-0.4638412043866454,-0.1915966468948802,0.0763009334148201,74650.12396321111,207760.8436431932,0.5128770244859138,0.2041228514767956,-0.5002889915553235,0.9709358126446366,-282410.08208827215,-0.1648387368567366,-0.7927832325121345,-282408.06734062004,7200.68279911409,7200.920027824579,-0.9216307147970288,,,,,,,,-0.506341017975913,0.5214894842927682,0.0334369065786947,-1.3183968353639612,-282411.0184836875,,,,,,,1.7767181714592886
332305361,2013,0,0.7829455493100784,,,,,78869.8183915578,-1298.975063461583,,,,-77574.32463698678,,,-77572.5731208978,1461210.3855902175,1461209.9512384315,,,,,,,,,,,,,,,,-77571.73940210039,,,,
332305361,2014,0,-0.9294060577706672,,,,,170782.6033681095,-288.1772722264212,,,,-170493.49661253148,,,-170492.84162275595,,,,,,,,,,,,,,,,,,-170493.21539460888,,,,
332305361,2015,1,-1.1018327110921595,0.0670778587332874,-0.7823150790918758,-0.2037287082268518,-0.4026435767448383,125998.39204094833,0.6959177568828384,0.0691611116557546,0.0237898588645551,1.07721625792804,-125000.09880728766,-0.5070029230542766,-0.9866497383800292,-124999.35432014712,-1.4470775811716292,-0.3869325384227279,-1.632603686762004,,,,,,,,-1.0412238007120824,-0.0017908585366244,-1.6200301107847013,1.0442499296251648,-125000.50878410383,,,,,,,-0.0908595925219207
1001226199,2014,0,0.7750246322659362,,,,,14136.448264449513,,,,,-14139.06856899476,,,-14139.8066920147,0.6815319510981741,1.6311057910859017,,,,,,,,,,,,,,,,-13228.366168190429,,,,
1001226199,2015,0,0.5491109439440599,39000.14334751892,1.338218697453771,-1.0532202249225775,0.890544296088158,79999.23930403704,0.3728465968146545,1.17780804192778,1.6671674211074032,0.0251540523005703,-42000.70068408594,0.8757002563939088,0.3989244821834249,-42000.19008552167,-1.699642020291487,0.3033143669895871,2.490713135882194,,,,,,,,38999.3884182422,-0.7260619337767664,-0.3149441409571422,0.2047321322569623,-41999.576088859765,,,,,,,-0.3855391922614743
1001226199,2016,0,0.6718037709287528,-0.0777141510785879,-0.7738665901065247,0.368949794620505,1.0517863196380175,63998.67559268847,1001.3472532353624,-2.950121703752153,-0.1238701616619433,-0.989330066227144,-64999.82534956671,-0.8685682636314463,0.6169448779679125,-65000.1583296217,-0.4201503454549794,0.2038254798176807,-0.2472095287912481,,,,,,,,-0.2991746811826435,-1.5281184378038566,0.5467685740348045,-0.1594443935929888,-64998.72290133482,,,,,,,0.4499872706872981
1001226199,2017,1,0.1164533423052032,2.943890003387944,-0.3723257352303307,-0.4576752460436938,-0.0932544703796386,40848.51246397624,829.5797047062881,0.912588255644352,-2.283388955452586,-0.2097891968182915,-41680.19080470226,1.161238853747613,-1.420092426096846,-41679.47607694226,3000800.5623458917,3000801.10787731,28389.80609667217,,,,,,,,0.5750094926803099,-0.1208104896956757,1.2860252181636826,0.8883208499475864,-41680.32526738453,,,,,,,0.1376265610397303
1151638109,2016,1,-0.3847077065612164,0.5627032512132176,-0.2024920549946791,0.7001856792606914,-0.1524536896861023,0.6739744478316524,-0.3705508532765553,-0.4489524825639731,-0.0987689976803611,0.23165079275036,0.1368961769102145,0.081432278186874,-0.9056198133591504,-1.6913159373618336,-1.1565944893375844,-1.2359037576217915,-0.4774718011662475,,,,,,,,1.01963683336744,1.0786193325081566,0.6539523491307007,-0.2860472250198616,0.3723692429252208,,,,,,,-1.3844012200192866
601440257,2014,0,0.3091530505847255,,,,,53772.58757494069,706.5351243572119,,,,-54478.79385136923,,,-54479.51914571248,989.894641669984,9913101.185790429,,,,,,,,,,,,,,,,-12480.139574448447,,,,
601440257,2013,0,2.1829701501440217,,,,,31832.96295002466,398.72574100496695,,,,-32231.750705797596,,200.7332923591422,-32432.744359998727,9967569.511023603,9967570.18353374,,,,,,,,,,,,,,,,-32232.668851149352,,,,
601440257,2015,0,0.2847172665197759,-1.2526411334312506,-0.0084386033443943,-0.6024886316183646,1.772348590437013,40000.817654666665,999.7211913356758,-0.7595476463877796,0.1388052503903276,-1.3971999231683516,-41001.27611754014,-0.1435598532847726,-0.1373353423971408,-40998.96888535408,-0.8057806929018161,-0.1131786327846407,-2.0885101372865065,,,,,,,,0.2820334696033922,-0.8444799130932407,-1.0869260010406911,-0.1438380936115115,-40999.38537680234,,,,,,,-0.5436541214948846
601440257,2016,0,-1.2247311377422538,-0.242585300212808,1.092796107146914,2.679808322751794,0.2035818962028834,0.1225534539554735,-0.3239398465250296,1.3804148932139682,1.3507022203434391,0.124907973035874,-0.4037989088739593,0.8062946760518459,-0.5120874372307515,-0.91684910016469,0.1810851561508476,-1.5323434527765092,0.1914596632634038,,,,,,,,-2.167076610041606,0.9355738458798007,2.025368716189011,1.0816987153652928,2.07105638817355,,,,,,,0.1350252316601619
601440257,2017,1,2.705251501365562,0.3349018153263401,0.4269369671509201,-0.6650190221539324,0.4644184411414654,-0.2251671446485169,0.3410188619084449,1.115808723158373,0.0246330753037519,-1.3099506640998109,-1.103220471000141,0.8311607919159181,1.3900667467905417,-0.5709843080928171,-0.0001931441931317,0.2789608223187321,-1.776871911713824,,,,,,,,0.7450706842972872,-0.3178144704681862,-0.4572791768744978,-0.529012348491673,-1.0244060589179511,,,,,,,0.6686982296424225
75481607,2016,1,1.371328502104251,-0.65358004572162,-0.016819744726475,0.711152512868919,-0.9301021115727498,1.043739073431576,-1.4541311786238202,-0.960041431207384,-0.2329000018044949,-0.1587054417852483,0.5233258811630064,-0.4630630496598281,0.0122712655516642,-0.9313276306368676,-0.6480043648590683,1.8810816818936529,1.4128227732624643,,,,,,,,1.4246597927706182,-0.4255348550986182,-0.7073419287115243,2.3048826119936527,0.5007821938701623,,,,,,,-1.6789251994499867
813963206,2017,1,-1.553424010069938,-1.970539382892579,1.2927517661918395,2.4562569208562737,-0.2154740014284962,-0.7672046352222922,1.2517059769640178,-0.6257387325673429,-0.8190273893435575,-0.6728701070253968,1.0457350059255015,-0.5783520227395867,-1.815762941522548,-0.3634467847514692,-0.7015141720646947,0.9146255289988552,-0.7036618789084327,,,,,,,,-0.0187226976186642,0.4677780587551105,0.3050497776408392,1.3744664833029852,1.7074606955270015,,,,,,,0.9873923005714478
640968401,2014,0,1.949118768745332,,,,,4231799.795643629,-1368.5801319979034,,,,-4230429.762258131,,,-4230431.0005039,10000.91660180253,10000.61917087332,,,,,,,,,,,,,,,,-4230430.496243997,,,,
640968401,2016,0,1.8815499068622783,-0.5178446775097811,-1.657935611000827,1.3469835929397809,-1.4958696960962532,-1.512171387593651,-1.0744723041456954,0.9492095669881938,0.4085832441106501,-1.0589934158696723,-0.7055200532187648,1.9932458574316108,-0.174610473669429,1.4266014936135076,-1.0312913760997888,-0.5597645026551104,1.1917659661899538,,,,,,,,-1.2661416095463065,0.3465056164848369,-1.0064334742621253,0.0684232371122358,0.3465348735595751,,,,,,,0.0254151869411334
640968401,2017,1,-0.3955978141218836,0.3769133609186232,0.8302438741487786,-0.4590937036316627,0.3841308128978508,1.5013498479172922,1.3319511795865118,0.1223012773657298,-1.336390154671106,0.8484526820035881,-1.3679139032305472,0.973420839594908,0.2424401483932594,-1.434036471949712,1.1797688098491217,0.4448588171749894,0.3226875273863836,,,,,,,,-1.3884454837959774,0.5691787478310129,0.4956805815174662,0.2522360094271466,0.3736355027350432,,,,,,,0.374881082121524
213804497,2016,0,-0.1503902696146369,-0.6325745392045177,0.1768425657789694,-1.1857173183593306,-0.4128115021408183,1.777936716915658,-1.135538549615585,0.1073607805051672,-1.559876548253177,0.331855944928472,0.1901711524002193,-0.8275783766062709,-0.4605508993938784,-3.193220978050156,-1.2714442710617988,1.367375168773543,-0.4349801565582669,,,,,,,,-1.422411662256988,0.5627961287733317,-0.0950620271219779,-0.2104098385630279,1.3877483927072194,,,,,,,-1.5186899742150088
213804497,2017,1,-1.4180357419276526,0.4408968427818002,-1.11302318710988,-0.2022567049258394,0.7593627307773679,-0.7359787431475173,-0.1636309467070419,-0.4237034311232343,1.534999982771287,-0.6916751740522126,-0.7145614294904394,-0.1766647727559107,-1.027165591614806,-0.3840894996288087,-0.2904999342783265,-1.3842759889030245,-0.4414027987322605,,,,,,,,1.1365789518676206,-1.2146987005952006,-1.6423779945423111,-0.1389782415645538,-1.32937160624637,,,,,,,-0.2869114551721969
